reading_id,site_id,bin_id,device_id,batch_id,recorded_at,sequence,method,temperature_c,moisture_pct,oxygen_pct,co2_pct,nh3_relative,mq135_composite_ppm,stage_id,stage_name,days_until_ready,fault_codes
rdg-cmpiq-unram-esp32-01-0108,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-13T18:00:00Z,108,takakura,31.69,48.25,17.09,1.1,0.092,123.7,4,Maturation,18,
rdg-cmpiq-unram-esp32-01-0109,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-14T00:00:00Z,109,takakura,29.89,45.98,16.84,0.89,0.112,133.8,4,Maturation,17,
rdg-cmpiq-unram-esp32-01-0110,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-14T06:00:00Z,110,takakura,30.05,47.72,17.06,1.08,0.048,129.34,4,Maturation,17,
rdg-cmpiq-unram-esp32-01-0111,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-14T12:00:00Z,111,takakura,32.69,46.82,16.98,1.23,0.082,144.63,4,Maturation,17,
rdg-cmpiq-unram-esp32-01-0112,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-14T18:00:00Z,112,takakura,29.08,47.6,16.76,0.97,0.08,109.63,4,Maturation,17,
rdg-cmpiq-unram-esp32-01-0113,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-15T00:00:00Z,113,takakura,30.36,42.99,17.63,1.06,0.111,123.98,4,Maturation,16,
rdg-cmpiq-unram-esp32-01-0114,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-15T06:00:00Z,114,takakura,31.73,45.03,18.09,1.15,0.146,130.27,4,Maturation,16,
rdg-cmpiq-unram-esp32-01-0115,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-15T12:00:00Z,115,takakura,31.12,48.75,16.78,0.29,0.101,96.94,4,Maturation,16,
rdg-cmpiq-unram-esp32-01-0116,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-15T18:00:00Z,116,takakura,30.34,46.66,17.82,1.14,0.088,122.97,4,Maturation,16,
rdg-cmpiq-unram-esp32-01-0117,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-16T00:00:00Z,117,takakura,29.17,45.35,16.42,1.07,0.151,103.12,4,Maturation,15,
rdg-cmpiq-unram-esp32-01-0118,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-16T06:00:00Z,118,takakura,31.89,43.09,17.16,1.4,0.163,116.05,4,Maturation,15,
rdg-cmpiq-unram-esp32-01-0119,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-16T12:00:00Z,119,takakura,30.43,48.1,16.82,0.84,0.032,96.73,4,Maturation,15,
rdg-cmpiq-unram-esp32-01-0120,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-16T18:00:00Z,120,takakura,30.68,45.07,15.83,1.22,0.072,144.4,4,Maturation,15,
rdg-cmpiq-unram-esp32-01-0121,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-17T00:00:00Z,121,takakura,31.01,45.02,15.85,1.02,0.018,115.03,4,Maturation,14,
rdg-cmpiq-unram-esp32-01-0122,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-17T06:00:00Z,122,takakura,33.52,39.28,16.08,1.59,0.016,116.86,4,Maturation,14,
rdg-cmpiq-unram-esp32-01-0123,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-17T12:00:00Z,123,takakura,30.37,44.78,16.83,1.37,0.089,122.93,4,Maturation,14,
rdg-cmpiq-unram-esp32-01-0124,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-17T18:00:00Z,124,takakura,29.28,46.73,17.12,1.39,0.017,113.75,4,Maturation,14,
rdg-cmpiq-unram-esp32-01-0125,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-18T00:00:00Z,125,takakura,31.48,41.27,15.85,1.04,0.05,119.63,4,Maturation,13,
rdg-cmpiq-unram-esp32-01-0126,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-18T06:00:00Z,126,takakura,30.05,46.35,15.53,1.46,0.081,86.54,4,Maturation,13,
rdg-cmpiq-unram-esp32-01-0127,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-18T12:00:00Z,127,takakura,31.08,44.94,15.58,0.82,0.043,70.97,4,Maturation,13,
rdg-cmpiq-unram-esp32-01-0128,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-18T18:00:00Z,128,takakura,30.0,44.04,15.47,1.55,0.046,134.93,4,Maturation,13,
rdg-cmpiq-unram-esp32-01-0129,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-19T00:00:00Z,129,takakura,31.5,44.74,16.09,1.23,0.016,80.68,4,Maturation,12,
rdg-cmpiq-unram-esp32-01-0130,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-19T06:00:00Z,130,takakura,29.88,45.71,16.55,0.87,0.067,102.0,4,Maturation,12,
rdg-cmpiq-unram-esp32-01-0131,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-19T12:00:00Z,131,takakura,30.39,45.85,15.29,0.99,0.144,131.84,4,Maturation,12,
rdg-cmpiq-unram-esp32-01-0132,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-19T18:00:00Z,132,takakura,29.88,43.76,15.36,0.95,0.078,86.01,4,Maturation,12,
rdg-cmpiq-unram-esp32-01-0133,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-20T00:00:00Z,133,takakura,31.33,44.83,14.64,0.94,0.105,106.18,4,Maturation,11,
rdg-cmpiq-unram-esp32-01-0134,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-20T06:00:00Z,134,takakura,29.98,44.8,14.52,1.85,0.093,151.96,4,Maturation,11,
rdg-cmpiq-unram-esp32-01-0135,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-20T12:00:00Z,135,takakura,29.54,45.58,15.7,0.93,0.124,150.04,4,Maturation,11,
rdg-cmpiq-unram-esp32-01-0136,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-20T18:00:00Z,136,takakura,29.82,45.87,15.21,2.22,0.139,166.9,4,Maturation,11,
rdg-cmpiq-unram-esp32-01-0137,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-21T00:00:00Z,137,takakura,30.26,42.86,15.83,1.34,0.024,95.5,4,Maturation,10,
rdg-cmpiq-unram-esp32-01-0138,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-21T06:00:00Z,138,takakura,28.03,42.53,14.87,1.13,0.062,146.15,4,Maturation,10,
rdg-cmpiq-unram-esp32-01-0139,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-21T12:00:00Z,139,takakura,30.47,42.28,14.88,1.53,0.168,169.23,4,Maturation,10,
rdg-cmpiq-unram-esp32-01-0140,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-21T18:00:00Z,140,takakura,28.39,40.14,14.78,1.62,0.006,102.04,4,Maturation,10,
rdg-cmpiq-unram-esp32-01-0141,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-22T00:00:00Z,141,takakura,27.77,44.99,15.38,0.68,0.094,98.31,4,Maturation,9,
rdg-cmpiq-unram-esp32-01-0142,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-22T06:00:00Z,142,takakura,28.49,45.51,15.69,1.18,0.009,102.31,4,Maturation,9,
rdg-cmpiq-unram-esp32-01-0143,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-22T12:00:00Z,143,takakura,30.2,45.55,14.79,1.17,0.0,135.57,4,Maturation,9,
rdg-cmpiq-unram-esp32-01-0144,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-22T18:00:00Z,144,takakura,28.01,43.33,15.21,1.16,0.108,137.4,4,Maturation,9,
rdg-cmpiq-unram-esp32-01-0145,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-23T00:00:00Z,145,takakura,28.81,45.77,14.57,1.2,0.0,108.51,4,Maturation,8,
rdg-cmpiq-unram-esp32-01-0146,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-23T06:00:00Z,146,takakura,29.46,40.01,14.59,1.75,0.075,146.25,4,Maturation,8,
rdg-cmpiq-unram-esp32-01-0147,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-23T12:00:00Z,147,takakura,29.61,38.98,13.89,1.4,0.04,138.41,4,Maturation,8,
rdg-cmpiq-unram-esp32-01-0148,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-23T18:00:00Z,148,takakura,29.98,43.05,13.25,1.5,0.032,132.0,4,Maturation,8,
rdg-cmpiq-unram-esp32-01-0149,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-24T00:00:00Z,149,takakura,30.89,42.24,13.86,1.25,0.069,138.11,4,Maturation,7,
rdg-cmpiq-unram-esp32-01-0150,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-24T06:00:00Z,150,takakura,29.35,43.44,14.34,1.67,0.019,134.97,4,Maturation,7,
rdg-cmpiq-unram-esp32-01-0151,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-24T12:00:00Z,151,takakura,27.73,41.91,13.39,1.45,0.0,81.38,4,Maturation,7,
rdg-cmpiq-unram-esp32-01-0152,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-24T18:00:00Z,152,takakura,29.71,42.12,13.6,1.72,0.088,125.35,4,Maturation,7,
rdg-cmpiq-unram-esp32-01-0153,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-25T00:00:00Z,153,takakura,28.54,42.76,14.08,1.66,0.043,124.15,4,Maturation,6,
rdg-cmpiq-unram-esp32-01-0154,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-25T06:00:00Z,154,takakura,29.61,42.66,14.06,1.98,0.083,138.66,4,Maturation,6,
rdg-cmpiq-unram-esp32-01-0155,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-25T12:00:00Z,155,takakura,28.19,42.08,13.9,1.66,0.027,133.07,4,Maturation,6,
rdg-cmpiq-unram-esp32-01-0156,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-25T18:00:00Z,156,takakura,28.77,41.73,13.75,2.03,0.058,126.91,4,Maturation,6,
rdg-cmpiq-unram-esp32-01-0157,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-26T00:00:00Z,157,takakura,27.15,38.41,12.93,1.74,0.092,129.26,4,Maturation,5,
rdg-cmpiq-unram-esp32-01-0158,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-26T06:00:00Z,158,takakura,29.2,40.54,12.21,1.46,0.009,122.72,4,Maturation,5,
rdg-cmpiq-unram-esp32-01-0159,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-26T12:00:00Z,159,takakura,29.87,43.36,12.64,1.32,0.022,111.57,4,Maturation,5,
rdg-cmpiq-unram-esp32-01-0160,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-26T18:00:00Z,160,takakura,27.97,39.42,13.55,1.05,0.043,101.8,4,Maturation,5,
rdg-cmpiq-unram-esp32-01-0161,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-27T00:00:00Z,161,takakura,27.17,39.39,12.6,1.81,0.071,134.15,4,Maturation,4,
rdg-cmpiq-unram-esp32-01-0162,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-27T06:00:00Z,162,takakura,28.13,39.17,12.66,2.12,0.0,135.41,4,Maturation,4,
rdg-cmpiq-unram-esp32-01-0163,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-27T12:00:00Z,163,takakura,27.95,41.85,12.73,2.04,0.059,153.39,4,Maturation,4,
rdg-cmpiq-unram-esp32-01-0164,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-27T18:00:00Z,164,takakura,28.97,39.93,12.33,1.88,0.027,126.5,4,Maturation,4,
rdg-cmpiq-unram-esp32-01-0165,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-28T00:00:00Z,165,takakura,28.37,42.47,13.21,2.14,0.0,113.79,4,Maturation,3,
rdg-cmpiq-unram-esp32-01-0166,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-28T06:00:00Z,166,takakura,27.98,41.03,12.33,1.87,0.0,92.06,4,Maturation,3,
rdg-cmpiq-unram-esp32-01-0167,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-28T12:00:00Z,167,takakura,26.72,37.56,11.9,2.08,0.0,125.58,4,Maturation,3,
rdg-cmpiq-unram-esp32-01-0168,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-28T18:00:00Z,168,takakura,29.21,43.13,12.49,1.69,0.0,130.78,4,Maturation,3,
rdg-cmpiq-unram-esp32-01-0169,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-29T00:00:00Z,169,takakura,29.05,39.47,11.74,1.75,0.0,124.26,4,Maturation,2,
rdg-cmpiq-unram-esp32-01-0170,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-29T06:00:00Z,170,takakura,27.15,41.47,13.07,1.76,0.021,103.57,4,Maturation,2,
rdg-cmpiq-unram-esp32-01-0171,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-29T12:00:00Z,171,takakura,29.23,38.02,11.52,1.34,0.0,113.87,4,Maturation,2,
rdg-cmpiq-unram-esp32-01-0172,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-29T18:00:00Z,172,takakura,28.19,38.58,13.12,1.93,0.0,143.67,4,Maturation,2,
rdg-cmpiq-unram-esp32-01-0173,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-30T00:00:00Z,173,takakura,26.13,40.2,12.19,2.38,0.0,111.79,4,Maturation,1,
rdg-cmpiq-unram-esp32-01-0174,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-30T06:00:00Z,174,takakura,30.34,38.18,12.07,2.19,0.038,159.85,4,Maturation,1,
rdg-cmpiq-unram-esp32-01-0175,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-30T12:00:00Z,175,takakura,27.04,42.42,12.67,1.92,0.016,97.92,4,Maturation,1,
rdg-cmpiq-unram-esp32-01-0176,site-unram-pilot,bin-unram-takakura-01,cmpiq-unram-esp32-01,batch-2026-08-takakura-a,2026-09-30T18:00:00Z,176,takakura,28.02,41.21,12.05,2.19,0.045,142.95,4,Maturation,1,
rdg-cmpiq-unram-esp32-02-0001,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-18T02:00:00Z,1,bokashi,28.57,66.06,14.6,0.65,0.1,87.81,0,Early Mesophilic,50,
rdg-cmpiq-unram-esp32-02-0002,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-18T08:00:00Z,2,bokashi,29.89,68.06,13.28,0.11,0.177,120.49,0,Early Mesophilic,50,
rdg-cmpiq-unram-esp32-02-0003,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-18T14:00:00Z,3,bokashi,31.98,64.61,13.11,1.2,0.043,138.02,0,Early Mesophilic,50,
rdg-cmpiq-unram-esp32-02-0004,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-18T20:00:00Z,4,bokashi,35.8,58.85,11.25,1.62,0.132,161.53,0,Early Mesophilic,50,
rdg-cmpiq-unram-esp32-02-0005,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-19T02:00:00Z,5,bokashi,39.27,61.09,9.91,1.77,0.18,154.47,0,Early Mesophilic,49,
rdg-cmpiq-unram-esp32-02-0006,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-19T08:00:00Z,6,bokashi,40.3,60.79,11.27,2.31,0.22,201.6,0,Early Mesophilic,49,
rdg-cmpiq-unram-esp32-02-0007,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-19T14:00:00Z,7,bokashi,40.45,59.55,9.7,1.83,0.268,145.77,0,Early Mesophilic,49,
rdg-cmpiq-unram-esp32-02-0008,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-19T20:00:00Z,8,bokashi,44.03,64.06,7.46,3.35,0.159,210.02,0,Early Mesophilic,49,
rdg-cmpiq-unram-esp32-02-0009,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-20T02:00:00Z,9,bokashi,44.91,57.34,7.33,2.76,0.231,215.2,1,Active Thermophilic,48,
rdg-cmpiq-unram-esp32-02-0010,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-20T08:00:00Z,10,bokashi,45.4,60.75,7.39,3.11,0.313,255.83,1,Active Thermophilic,48,
rdg-cmpiq-unram-esp32-02-0011,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-20T14:00:00Z,11,bokashi,48.4,58.33,6.8,4.32,0.457,328.26,1,Active Thermophilic,48,
rdg-cmpiq-unram-esp32-02-0012,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-20T20:00:00Z,12,bokashi,53.3,56.7,7.15,4.88,0.415,382.16,1,Active Thermophilic,48,
rdg-cmpiq-unram-esp32-02-0013,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-21T02:00:00Z,13,bokashi,57.04,57.32,7.47,5.2,0.477,375.4,1,Active Thermophilic,47,
rdg-cmpiq-unram-esp32-02-0014,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-21T08:00:00Z,14,bokashi,57.76,56.38,5.71,5.49,0.576,429.7,1,Active Thermophilic,47,
rdg-cmpiq-unram-esp32-02-0015,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-21T14:00:00Z,15,bokashi,60.56,55.91,6.53,5.87,0.617,435.88,1,Active Thermophilic,47,
rdg-cmpiq-unram-esp32-02-0016,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-21T20:00:00Z,16,bokashi,58.75,52.13,4.98,5.59,0.663,428.83,1,Active Thermophilic,47,
rdg-cmpiq-unram-esp32-02-0017,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-22T02:00:00Z,17,bokashi,55.67,41.6,5.71,6.43,0.69,502.02,2,Peak Decomposition,46,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0018,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-22T08:00:00Z,18,bokashi,56.89,42.65,6.07,6.13,0.701,470.61,2,Peak Decomposition,46,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0019,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-22T14:00:00Z,19,bokashi,58.23,44.99,5.06,6.91,0.763,498.81,2,Peak Decomposition,46,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0020,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-22T20:00:00Z,20,bokashi,56.43,42.57,4.2,6.52,0.76,481.84,2,Peak Decomposition,46,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0021,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-23T02:00:00Z,21,bokashi,58.57,45.12,5.21,7.21,0.807,557.43,2,Peak Decomposition,45,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0022,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-23T08:00:00Z,22,bokashi,59.37,46.1,4.16,6.91,0.722,514.29,2,Peak Decomposition,45,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0023,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-23T14:00:00Z,23,bokashi,57.7,38.21,4.49,6.63,0.784,506.2,2,Peak Decomposition,45,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0024,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-23T20:00:00Z,24,bokashi,57.65,43.23,4.24,7.61,0.788,514.21,2,Peak Decomposition,45,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0025,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-24T02:00:00Z,25,bokashi,59.21,39.81,4.15,7.54,0.797,574.91,2,Peak Decomposition,44,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0026,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-24T08:00:00Z,26,bokashi,58.48,40.05,4.31,7.99,0.823,552.13,2,Peak Decomposition,44,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0027,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-24T14:00:00Z,27,bokashi,60.3,42.59,2.99,7.38,0.753,499.88,2,Peak Decomposition,44,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0028,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-24T20:00:00Z,28,bokashi,62.21,39.15,3.53,8.05,0.882,593.05,2,Peak Decomposition,44,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0029,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-25T02:00:00Z,29,bokashi,61.06,42.34,4.86,8.39,0.825,580.41,2,Peak Decomposition,43,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0030,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-25T08:00:00Z,30,bokashi,61.28,36.9,4.19,7.43,0.865,569.71,2,Peak Decomposition,43,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0031,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-25T14:00:00Z,31,bokashi,63.58,43.51,3.9,8.29,0.922,613.66,2,Peak Decomposition,43,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0032,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-25T20:00:00Z,32,bokashi,63.23,35.98,2.41,8.55,0.91,628.49,2,Peak Decomposition,43,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0033,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-26T02:00:00Z,33,bokashi,62.49,40.35,2.85,8.37,0.926,620.23,2,Peak Decomposition,42,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0034,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-26T08:00:00Z,34,bokashi,62.06,37.24,3.64,8.84,0.935,622.13,2,Peak Decomposition,42,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0035,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-26T14:00:00Z,35,bokashi,64.25,37.07,3.66,9.11,0.946,673.34,2,Peak Decomposition,42,MOISTURE_LOW
rdg-cmpiq-unram-esp32-02-0036,site-unram-pilot,bin-unram-bokashi-02,cmpiq-unram-esp32-02,batch-2026-08-bokashi-b,2026-08-26T20:00:00Z,36,bokashi,64.83,39.54,2.03,9.64,0.927,637.29,2,Peak Decomposition,42,MOISTURE_LOW
